-2.7,-9.9,-11.2,24539.0,24539.0,24539.0,2350.9,1288.2,3350.1
-34.3,12.5,19.4,24539.0,24539.0,24539.0,2355.6,1287.9,3348.6
-28.2,7.2,53.6,24539.0,24539.0,24539.0,2358.6,1288.8,3344.6
-93.5,104.1,16.6,24539.0,24539.0,24539.0,2332.0,1236.0,3414.5
1.1,163.6,-246.4,24539.0,24539.0,24539.0,2277.6,1142.5,3556.2
825.7,115.8,-227.9,24539.0,24539.0,24539.0,2146.8,1174.7,3599.5
742.4,147.3,-173.0,24539.0,24539.0,24539.0,2230.8,1230.3,3457.8
456.6,66.6,-50.6,24539.0,24539.0,24539.0,2289.2,1303.3,3329.0
77.8,33.6,-11.9,24539.0,24539.0,24539.0,2355.3,1323.9,3254.7
-14.2,-0.5,-6.5,24539.0,24539.0,24539.0,2357.4,1331.0,3246.6
-11.4,-2.8,-1.7,24539.0,24539.0,24539.0,2358.0,1337.0,3266.0
