-1.5,-3.1,-4.7,24539.0,24539.0,24539.0,2324.6,1287.4,3436.0
-46.5,-128.9,-29.9,24539.0,24539.0,24539.0,2321.8,1296.7,3440.9
-156.4,-1049.9,50.8,24539.0,24539.0,24539.0,2485.7,1281.0,3279.0
-197.1,-795.9,12.6,24539.0,24539.0,24539.0,2858.6,1300.1,2873.1
359.1,883.0,-119.2,24539.0,24539.0,24539.0,2947.9,1328.5,2803.6
266.9,1066.0,186.9,24539.0,24539.0,24539.0,2973.2,1351.2,2787.6
339.5,748.5,74.4,24539.0,24539.0,24539.0,2624.0,1304.5,3161.0
58.3,135.4,94.9,24539.0,24539.0,24539.0,2436.7,1318.3,3314.6
19.4,3.2,-8.5,24539.0,24539.0,24539.0,2315.1,1297.4,3443.8
-28.2,-1.2,0.8,24539.0,24539.0,24539.0,2314.5,1294.8,3433.0
-12.6,-6.5,-1.5,24539.0,24539.0,24539.0,2318.0,1286.0,3439.0
